# BUSCO version is: 5.4.4 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
300at4891	Complete	Utg33282	79142	85510	-	1278.7	899	https://www.orthodb.org/v10?query=300at4891	Phosphatidylinositol-4-phosphate 5-kinase, core
331at4891	Complete	Utg33274	541332	546638	+	1281.5	1386	https://www.orthodb.org/v10?query=331at4891	BP28, C-terminal domain
364at4891	Complete	Utg33280	674661	679424	+	1880.6	1240	https://www.orthodb.org/v10?query=364at4891	Pentafunctional AROM polypeptide
365at4891	Complete	Utg33280	195718	200892	-	2554.8	1450	https://www.orthodb.org/v10?query=365at4891	DNA-directed RNA polymerase subunit
369at4891	Complete	Utg33284	508639	513228	-	1371.1	923	https://www.orthodb.org/v10?query=369at4891	Phospholipase
394at4891	Complete	Utg33258	46751	53017	-	1255.7	1104	https://www.orthodb.org/v10?query=394at4891	CCR4-NOT transcription complex subunit 1, HEAT repeat 1
414at4891	Complete	Utg33260	517398	521777	-	2266.5	1199	https://www.orthodb.org/v10?query=414at4891	DNA-directed RNA polymerase subunit
419at4891	Complete	Utg33260	585115	588768	-	2194.3	1056	https://www.orthodb.org/v10?query=419at4891	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
425at4891	Complete	Utg33250	41610	45218	+	1903.7	992	https://www.orthodb.org/v10?query=425at4891	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
431at4891	Complete	Utg33286	455821	459996	-	1768.7	1066	https://www.orthodb.org/v10?query=431at4891	L-aminoadipate-semialdehyde dehydrogenase
443at4891	Complete	Utg33274	57393	62144	-	1109.3	841	https://www.orthodb.org/v10?query=443at4891	Vacuolar membrane-associated protein IML1
455at4891	Complete	Utg33252	362469	366818	-	1042.8	1058	https://www.orthodb.org/v10?query=455at4891	Transcription elongation factor Spt6
468at4891	Complete	Utg33264	556929	561896	-	1567.6	1022	https://www.orthodb.org/v10?query=468at4891	P-type ATPase
469at4891	Complete	Utg33250	527721	532199	+	640.0	908	https://www.orthodb.org/v10?query=469at4891	Rho GTPase activation protein
471at4891	Complete	Utg33278	471024	477518	-	842.8	1015	https://www.orthodb.org/v10?query=471at4891	Ras guanine nucleotide exchange factor domain superfamily
510at4891	Complete	Utg33280	1111576	1115238	+	1193.5	943	https://www.orthodb.org/v10?query=510at4891	Protein MSN5
514at4891	Complete	Utg33262	49069	54654	+	1487.6	1392	https://www.orthodb.org/v10?query=514at4891	Proteasome component ECM29
515at4891	Complete	Utg33278	500062	504465	+	1583.5	987	https://www.orthodb.org/v10?query=515at4891	Chromo domain
519at4891	Complete	Utg33286	221516	228991	+	1806.5	1723	https://www.orthodb.org/v10?query=519at4891	Armadillo-type fold
528at4891	Complete	Utg33252	471258	475331	+	1774.7	1026	https://www.orthodb.org/v10?query=528at4891	PurM-like, C-terminal domain
535at4891	Duplicated	Utg33278	368883	373034	-	731.4	828	https://www.orthodb.org/v10?query=535at4891	Nucleoporin-domain-containing protein
535at4891	Duplicated	Utg33286	73978	78201	+	846.5	863	https://www.orthodb.org/v10?query=535at4891	Nucleoporin-domain-containing protein
540at4891	Complete	Utg33264	57554	62218	-	1063.5	1254	https://www.orthodb.org/v10?query=540at4891	Nucleoporin Nup188
569at4891	Complete	Utg33250	385768	390243	+	1120.5	857	https://www.orthodb.org/v10?query=569at4891	DNA polymerase
578at4891	Complete	Utg33280	1033760	1037830	+	899.9	984	https://www.orthodb.org/v10?query=578at4891	pre-mRNA 3'-end processing factor CF II
594at4891	Complete	Utg33260	702134	705571	-	1921.2	972	https://www.orthodb.org/v10?query=594at4891	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
630at4891	Complete	Utg33280	768426	773798	-	1767.2	1265	https://www.orthodb.org/v10?query=630at4891	Sec7, C-terminal
631at4891	Complete	Utg33270	100763	104743	-	1692.0	930	https://www.orthodb.org/v10?query=631at4891	P-type ATPase
652at4891	Complete	Utg33272	311694	316781	+	864.9	894	https://www.orthodb.org/v10?query=652at4891	Anaphase-promoting complex (APC), subunit 1 (meiotic check point regulator/Tsg24)
662at4891	Complete	Utg33274	705723	711686	+	611.1	983	https://www.orthodb.org/v10?query=662at4891	Armadillo-type fold
665at4891	Complete	Utg33280	184911	188507	-	1622.8	980	https://www.orthodb.org/v10?query=665at4891	Coatomer subunit alpha
676at4891	Complete	Utg33278	91396	95022	+	1623.4	957	https://www.orthodb.org/v10?query=676at4891	P-type ATPase
692at4891	Complete	Utg33264	703889	709054	-	1419.1	1263	https://www.orthodb.org/v10?query=692at4891	nucleic acid-binding protein
693at4891	Duplicated	Utg33258	87457	91266	+	983.5	861	https://www.orthodb.org/v10?query=693at4891	MAP kinase kinase kinase
693at4891	Duplicated	Utg33272	681595	686322	-	1035.4	878	https://www.orthodb.org/v10?query=693at4891	MAP kinase kinase kinase
695at4891	Complete	Utg33274	113786	117136	+	1669.5	890	https://www.orthodb.org/v10?query=695at4891	Carbamoyl-phosphate synthase arginine-specific large chain
707at4891	Complete	Utg33252	399775	404661	+	261.3	337	https://www.orthodb.org/v10?query=707at4891	Separin
721at4891	Complete	Utg33282	209134	213186	-	1187.4	918	https://www.orthodb.org/v10?query=721at4891	DNA-directed RNA polymerase
722at4891	Complete	Utg33260	475142	480082	-	964.5	967	https://www.orthodb.org/v10?query=722at4891	Acetyl-CoA synthetase-like protein
730at4891	Complete	Utg33280	267205	270495	+	1468.5	857	https://www.orthodb.org/v10?query=730at4891	DNA polymerase
746at4891	Complete	Utg33254	906155	909457	+	1351.4	740	https://www.orthodb.org/v10?query=746at4891	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
751at4891	Complete	Utg33286	79504	82719	-	1668.9	922	https://www.orthodb.org/v10?query=751at4891	Aminoacyl-tRNA synthetase, class Ia
811at4891	Complete	Utg33260	912167	915415	-	1203.8	804	https://www.orthodb.org/v10?query=811at4891	DNA polymerase gamma
845at4891	Complete	Utg33254	857414	861409	-	1332.7	1007	https://www.orthodb.org/v10?query=845at4891	Elongator complex protein 1
863at4891	Complete	Utg33276	122221	125259	+	1630.7	851	https://www.orthodb.org/v10?query=863at4891	2-oxoglutarate dehydrogenase E1 component
869at4891	Complete	Utg33250	497476	501063	-	1591.3	850	https://www.orthodb.org/v10?query=869at4891	ABC transporter, conserved site
960at4891	Duplicated	Utg33254	605614	608745	+	1712.3	912	https://www.orthodb.org/v10?query=960at4891	Elongation factor 3
960at4891	Duplicated	Utg33272	607208	610339	+	1731.9	911	https://www.orthodb.org/v10?query=960at4891	Elongation factor 3
962at4891	Complete	Utg33260	918353	921226	-	1434.7	811	https://www.orthodb.org/v10?query=962at4891	Alanine--tRNA ligase
982at4891	Complete	Utg33264	615493	618549	+	1253.7	757	https://www.orthodb.org/v10?query=982at4891	Glycine cleavage system P protein
986at4891	Complete	Utg33250	218756	224356	+	2091.6	1394	https://www.orthodb.org/v10?query=986at4891	SNF2-related, N-terminal domain
1006at4891	Complete	Utg33250	74669	78175	-	1267.8	904	https://www.orthodb.org/v10?query=1006at4891	Niemann-Pick C1, N-terminal
1011at4891	Complete	Utg33272	458595	462836	+	1628.6	954	https://www.orthodb.org/v10?query=1011at4891	DNA topoisomerase 2
1037at4891	Complete	Utg33272	431004	435404	+	1327.1	927	https://www.orthodb.org/v10?query=1037at4891	DNA polymerase
1038at4891	Complete	Utg33260	532459	536142	-	675.7	714	https://www.orthodb.org/v10?query=1038at4891	Ubiquitin specific protease, conserved site
1088at4891	Complete	Utg33280	1010136	1013315	+	1209.0	825	https://www.orthodb.org/v10?query=1088at4891	P-loop containing nucleoside triphosphate hydrolase protein
1099at4891	Complete	Utg33252	879255	882503	-	1063.0	747	https://www.orthodb.org/v10?query=1099at4891	Alpha-mannosidase
1120at4891	Complete	Utg33250	479659	483207	+	1202.5	774	https://www.orthodb.org/v10?query=1120at4891	Ribosome biogenesis protein BMS1
1180at4891	Complete	Utg33250	89400	93083	-	1250.7	963	https://www.orthodb.org/v10?query=1180at4891	Uncharacterised domain NUC173
1186at4891	Complete	Utg33272	376254	379412	+	1651.3	869	https://www.orthodb.org/v10?query=1186at4891	RNA cytidine acetyltransferase
1220at4891	Complete	Utg33280	995481	1000442	-	1515.8	1203	https://www.orthodb.org/v10?query=1220at4891	Serine/threonine-protein kinase
1221at4891	Complete	Utg33252	997127	1000231	-	1056.6	754	https://www.orthodb.org/v10?query=1221at4891	FACT complex subunit SPT16
1226at4891	Complete	Utg33278	379761	383099	-	1264.4	943	https://www.orthodb.org/v10?query=1226at4891	binding
1228at4891	Complete	Utg33258	147845	154309	-	878.4	1197	https://www.orthodb.org/v10?query=1228at4891	WD40-repeat-containing domain
1240at4891	Complete	Utg33280	1315982	1320181	-	427.3	640	https://www.orthodb.org/v10?query=1240at4891	Mediator of RNA polymerase II transcription subunit 13
1243at4891	Complete	Utg33254	651915	655445	-	1139.8	882	https://www.orthodb.org/v10?query=1243at4891	Condensin complex subunit 1
1266at4891	Complete	Utg33280	61006	64218	-	1128.5	791	https://www.orthodb.org/v10?query=1266at4891	NAD-specific glutamate dehydrogenase
1283at4891	Complete	Utg33280	705076	710169	-	770.4	1015	https://www.orthodb.org/v10?query=1283at4891	Protein dopey
1299at4891	Complete	Utg33252	148581	151832	-	1568.5	941	https://www.orthodb.org/v10?query=1299at4891	Exportin-1
1312at4891	Complete	Utg33274	455785	459474	+	1070.8	1091	https://www.orthodb.org/v10?query=1312at4891	Structural maintenance of chromosomes protein
1341at4891	Complete	Utg33262	270864	273896	-	754.3	632	https://www.orthodb.org/v10?query=1341at4891	KEN domain
1344at4891	Complete	Utg33252	758457	761789	+	483.2	520	https://www.orthodb.org/v10?query=1344at4891	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
1372at4891	Complete	Utg33252	421168	424866	-	1124.3	887	https://www.orthodb.org/v10?query=1372at4891	Nrap protein
1378at4891	Complete	Utg33260	294603	298844	+	1329.9	819	https://www.orthodb.org/v10?query=1378at4891	Paired amphipathic helix
1391at4891	Complete	Utg33266	283251	287849	+	1830.4	1150	https://www.orthodb.org/v10?query=1391at4891	Glycogen debranching enzyme
1392at4891	Complete	Utg33264	852475	856137	+	816.2	605	https://www.orthodb.org/v10?query=1392at4891	Ubiquitin carboxyl-terminal hydrolase 7, ICP0-binding domain
1425at4891	Complete	Utg33254	831332	835369	+	844.9	664	https://www.orthodb.org/v10?query=1425at4891	Dbl homology (DH) domain
1426at4891	Complete	Utg33282	54124	57210	-	930.7	631	https://www.orthodb.org/v10?query=1426at4891	Ferredoxin reductase-type FAD-binding domain
1452at4891	Complete	Utg33264	148179	153098	-	1289.8	901	https://www.orthodb.org/v10?query=1452at4891	Lysophospholipase NTE1
1483at4891	Complete	Utg33284	273829	276702	-	526.8	581	https://www.orthodb.org/v10?query=1483at4891	Ras GTPase-activating domain
1491at4891	Complete	Utg33252	411733	414924	-	1661.0	866	https://www.orthodb.org/v10?query=1491at4891	Aminoacyl-tRNA synthetase, class Ia
1495at4891	Complete	Utg33280	97557	101366	+	737.0	684	https://www.orthodb.org/v10?query=1495at4891	WD40-repeat-containing domain
1497at4891	Complete	Utg33274	384835	389883	+	930.8	1091	https://www.orthodb.org/v10?query=1497at4891	Nucleoporin Nup186/Nup192/Nup205
1521at4891	Complete	Utg33260	104373	107480	-	928.1	768	https://www.orthodb.org/v10?query=1521at4891	Peptidase M16, C-terminal
1523at4891	Complete	Utg33252	603497	606922	-	1163.7	766	https://www.orthodb.org/v10?query=1523at4891	Calcium-transporting ATPase
1529at4891	Complete	Utg33276	255162	258611	+	1457.7	823	https://www.orthodb.org/v10?query=1529at4891	P-type ATPase
1547at4891	Complete	Utg33286	678824	682177	+	1104.6	735	https://www.orthodb.org/v10?query=1547at4891	Vacuolar cation-chloride cotransporter 1
1597at4891	Complete	Utg33258	205141	208251	+	1141.7	707	https://www.orthodb.org/v10?query=1597at4891	putative ATP-dependent permease
1609at4891	Complete	Utg33272	72630	77534	-	793.9	1020	https://www.orthodb.org/v10?query=1609at4891	Mon2, C-terminal
1625at4891	Complete	Utg33280	1106346	1110881	+	1235.4	819	https://www.orthodb.org/v10?query=1625at4891	SNF2-related, N-terminal domain
1627at4891	Complete	Utg33250	372580	375846	-	1389.2	830	https://www.orthodb.org/v10?query=1627at4891	leucyl-tRNA synthetase
1633at4891	Complete	Utg33280	570874	573531	+	846.4	564	https://www.orthodb.org/v10?query=1633at4891	Trehalose-phosphatase
1642at4891	Complete	Utg33284	600136	603582	+	271.3	563	https://www.orthodb.org/v10?query=1642at4891	Nucleoporin, Nup133/Nup155-like, C-terminal
1653at4891	Fragmented	Utg33252	840370	842424	-	683.4	492	https://www.orthodb.org/v10?query=1653at4891	Coatomer subunit beta'
1655at4891	Complete	Utg33254	792435	795017	-	1003.6	715	https://www.orthodb.org/v10?query=1655at4891	binding
1667at4891	Complete	Utg33280	1295744	1298710	-	996.8	748	https://www.orthodb.org/v10?query=1667at4891	Peptidase M16, C-terminal
1679at4891	Complete	Utg33254	883716	887576	-	1339.7	773	https://www.orthodb.org/v10?query=1679at4891	ATP-dependent RNA helicase Ski2, C-terminal
1699at4891	Complete	Utg33252	902451	905300	+	1197.8	683	https://www.orthodb.org/v10?query=1699at4891	Calcium-transporting ATPase
1708at4891	Complete	Utg33254	62625	65675	-	901.5	719	https://www.orthodb.org/v10?query=1708at4891	GPI ethanolamine phosphate transferase 3
1760at4891	Complete	Utg33254	660161	662485	+	1010.7	597	https://www.orthodb.org/v10?query=1760at4891	DNA helicase
1774at4891	Complete	Utg33252	972008	975046	+	1207.1	669	https://www.orthodb.org/v10?query=1774at4891	DNA helicase
1803at4891	Complete	Utg33252	1052721	1055588	-	1062.7	756	https://www.orthodb.org/v10?query=1803at4891	Importin alpha re-exporter
1807at4891	Complete	Utg33282	118273	120750	-	618.2	600	https://www.orthodb.org/v10?query=1807at4891	Nuclear pore protein
1841at4891	Complete	Utg33254	255066	258065	-	339.4	543	https://www.orthodb.org/v10?query=1841at4891	Mediator of RNA polymerase II transcription subunit 14
1860at4891	Complete	Utg33276	80042	82570	-	1288.4	625	https://www.orthodb.org/v10?query=1860at4891	Helicase, C-terminal
1865at4891	Complete	Utg33274	63426	67751	+	1567.6	925	https://www.orthodb.org/v10?query=1865at4891	Nitrite/Sulfite reductase ferredoxin-like domain
1875at4891	Complete	Utg33264	387941	391750	-	674.9	790	https://www.orthodb.org/v10?query=1875at4891	Armadillo-type fold
1906at4891	Complete	Utg33252	41308	44457	+	747.5	652	https://www.orthodb.org/v10?query=1906at4891	Transcription initiation factor TFIID subunit 1
1923at4891	Complete	Utg33278	521752	523995	+	1250.0	645	https://www.orthodb.org/v10?query=1923at4891	ATP-dependent helicase, C-terminal
1936at4891	Complete	Utg33286	299821	302694	+	1034.2	584	https://www.orthodb.org/v10?query=1936at4891	Chitin synthase
1947at4891	Complete	Utg33284	46500	49535	+	1466.5	903	https://www.orthodb.org/v10?query=1947at4891	Ubiquitin-activating enzyme E1
1970at4891	Complete	Utg33264	495870	498416	+	435.6	442	https://www.orthodb.org/v10?query=1970at4891	MIF4G-like, type 1
1979at4891	Complete	Utg33274	506952	511379	-	602.2	430	https://www.orthodb.org/v10?query=1979at4891	Protein kinase domain
2008at4891	Complete	Utg33270	152704	156261	-	454.7	670	https://www.orthodb.org/v10?query=2008at4891	RNA polymerase III type 2 promoter sequence-specific DNA binding
2010at4891	Complete	Utg33286	173382	175982	-	1221.6	652	https://www.orthodb.org/v10?query=2010at4891	DNA helicase
2020at4891	Complete	Utg33274	412894	416112	-	1544.1	866	https://www.orthodb.org/v10?query=2020at4891	ATP-dependent RNA helicase DOB1
2040at4891	Complete	Utg33280	1254481	1258347	-	531.5	727	https://www.orthodb.org/v10?query=2040at4891	TRAPP II complex, Trs120
2048at4891	Complete	Utg33264	866431	869697	-	1152.9	879	https://www.orthodb.org/v10?query=2048at4891	Importin subunit beta-3
2052at4891	Complete	Utg33274	255376	259254	+	1141.1	939	https://www.orthodb.org/v10?query=2052at4891	WD40/YVTN repeat-like-containing domain superfamily
2053at4891	Complete	Utg33274	694329	696695	+	1181.3	633	https://www.orthodb.org/v10?query=2053at4891	Aconitate hydratase, mitochondrial
2138at4891	Complete	Utg33286	211761	215492	-	585.2	497	https://www.orthodb.org/v10?query=2138at4891	Sla1
2161at4891	Complete	Utg33264	823088	825955	+	1042.9	694	https://www.orthodb.org/v10?query=2161at4891	Splicing factor 3B subunit 1
2166at4891	Complete	Utg33278	340944	343238	-	1282.3	678	https://www.orthodb.org/v10?query=2166at4891	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
2167at4891	Complete	Utg33264	649838	652714	-	1359.4	745	https://www.orthodb.org/v10?query=2167at4891	ATP-dependent 6-phosphofructokinase
2171at4891	Complete	Utg33280	13234	16212	+	721.8	637	https://www.orthodb.org/v10?query=2171at4891	Rho GTPase activation protein
2180at4891	Complete	Utg33280	908306	911206	-	1183.0	750	https://www.orthodb.org/v10?query=2180at4891	Coatomer subunit beta
2193at4891	Complete	Utg33254	74093	76804	+	1335.6	760	https://www.orthodb.org/v10?query=2193at4891	P-loop containing nucleoside triphosphate hydrolase protein
2203at4891	Complete	Utg33260	621421	623835	+	1071.9	635	https://www.orthodb.org/v10?query=2203at4891	Glutaminyl-tRNA synthetase
2212at4891	Complete	Utg33286	386540	388810	-	932.0	566	https://www.orthodb.org/v10?query=2212at4891	ATPase, AAA-type, conserved site
2307at4891	Complete	Utg33254	703826	706150	-	1362.6	664	https://www.orthodb.org/v10?query=2307at4891	Aconitate hydratase, mitochondrial
2368at4891	Complete	Utg33254	902974	905775	-	999.3	756	https://www.orthodb.org/v10?query=2368at4891	WD40 repeat
2373at4891	Complete	Utg33264	252289	254400	-	673.4	431	https://www.orthodb.org/v10?query=2373at4891	Serine/threonine-protein kinase
2385at4891	Complete	Utg33286	176333	179317	-	1043.0	739	https://www.orthodb.org/v10?query=2385at4891	Lon protease homolog, mitochondrial
2413at4891	Complete	Utg33286	371137	373893	+	531.6	406	https://www.orthodb.org/v10?query=2413at4891	SNF2-related, N-terminal domain
2421at4891	Complete	Utg33274	685643	689041	-	824.9	716	https://www.orthodb.org/v10?query=2421at4891	Ubiquitin carboxyl-terminal hydrolase 12
2432at4891	Complete	Utg33250	23257	26049	-	1189.1	636	https://www.orthodb.org/v10?query=2432at4891	DNA helicase
2446at4891	Complete	Utg33272	192262	197022	+	646.4	761	https://www.orthodb.org/v10?query=2446at4891	Autophagy-related protein 2
2456at4891	Complete	Utg33270	120048	123380	+	821.3	524	https://www.orthodb.org/v10?query=2456at4891	SNF2-related, N-terminal domain
2459at4891	Complete	Utg33270	148994	152599	+	575.8	892	https://www.orthodb.org/v10?query=2459at4891	WD40/YVTN repeat-like-containing domain superfamily
2471at4891	Complete	Utg33272	395702	398584	+	1230.6	779	https://www.orthodb.org/v10?query=2471at4891	Pro-apoptotic serine protease NMA111
2483at4891	Complete	Utg33258	279282	281627	+	1010.7	660	https://www.orthodb.org/v10?query=2483at4891	Histidine biosynthesis trifunctional protein
2485at4891	Complete	Utg33252	896516	899209	+	1052.5	588	https://www.orthodb.org/v10?query=2485at4891	Putative SWI/SNF family member, DNA-dependent ATPase
2499at4891	Complete	Utg33272	46262	48973	-	1038.3	708	https://www.orthodb.org/v10?query=2499at4891	Tetratricopeptide repeat
2515at4891	Complete	Utg33286	258908	261655	-	713.4	630	https://www.orthodb.org/v10?query=2515at4891	binding
2531at4891	Complete	Utg33264	345441	347774	-	925.2	504	https://www.orthodb.org/v10?query=2531at4891	WD40-repeat-containing domain
2534at4891	Complete	Utg33252	52873	57003	-	964.5	612	https://www.orthodb.org/v10?query=2534at4891	ATPase, AAA-type, conserved site
2539at4891	Complete	Utg33264	870467	872902	-	571.5	560	https://www.orthodb.org/v10?query=2539at4891	Eukaryotic translation initiation factor 3 subunit C
2543at4891	Complete	Utg33272	207871	210786	+	377.5	553	https://www.orthodb.org/v10?query=2543at4891	Mediator of RNA polymerase II transcription subunit 16
2548at4891	Complete	Utg33258	128573	132769	+	812.8	756	https://www.orthodb.org/v10?query=2548at4891	Transcription initiation factor TFIID subunit 2
2549at4891	Complete	Utg33262	488600	493261	-	1505.5	1008	https://www.orthodb.org/v10?query=2549at4891	WD40 repeat
2564at4891	Complete	Utg33250	112912	116142	-	797.6	681	https://www.orthodb.org/v10?query=2564at4891	RuvA domain 2-like
2565at4891	Complete	Utg33286	389191	393159	-	750.1	656	https://www.orthodb.org/v10?query=2565at4891	Bromodomain
2568at4891	Complete	Utg33280	679738	683163	+	894.7	738	https://www.orthodb.org/v10?query=2568at4891	WD40-repeat-containing domain
2611at4891	Complete	Utg33252	110639	113581	+	1341.4	736	https://www.orthodb.org/v10?query=2611at4891	ATP-dependent 6-phosphofructokinase
2618at4891	Duplicated	Utg33264	458655	462311	+	1548.3	859	https://www.orthodb.org/v10?query=2618at4891	Myosin-1
2618at4891	Duplicated	Utg33284	203643	207458	-	1519.8	854	https://www.orthodb.org/v10?query=2618at4891	Myosin-1
2630at4891	Complete	Utg33286	423021	427376	+	899.8	897	https://www.orthodb.org/v10?query=2630at4891	WD40-repeat-containing domain
2640at4891	Complete	Utg33286	453318	455687	+	1011.7	537	https://www.orthodb.org/v10?query=2640at4891	Zinc finger, RING-type
2706at4891	Complete	Utg33254	862188	864581	+	650.9	520	https://www.orthodb.org/v10?query=2706at4891	Vacuole morphology and inheritance protein 14
2716at4891	Complete	Utg33254	665765	668101	-	886.9	536	https://www.orthodb.org/v10?query=2716at4891	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
2724at4891	Complete	Utg33276	206576	208759	+	1160.5	589	https://www.orthodb.org/v10?query=2724at4891	Threonyl-tRNA synthetase
2754at4891	Complete	Utg33260	987487	989628	-	654.4	543	https://www.orthodb.org/v10?query=2754at4891	Eukaryotic translation initiation factor 3 subunit B
2784at4891	Complete	Utg33252	644384	646501	+	1134.1	586	https://www.orthodb.org/v10?query=2784at4891	Tryptophan synthase
2793at4891	Complete	Utg33252	646878	649271	+	753.1	591	https://www.orthodb.org/v10?query=2793at4891	Glycosyl hydrolase family 63, N-terminal
2825at4891	Complete	Utg33254	251306	253537	-	1127.2	599	https://www.orthodb.org/v10?query=2825at4891	Elongation factor G, mitochondrial
2851at4891	Complete	Utg33254	548158	550605	-	822.1	602	https://www.orthodb.org/v10?query=2851at4891	WD40-repeat-containing domain
2862at4891	Complete	Utg33280	226491	228995	-	1409.7	695	https://www.orthodb.org/v10?query=2862at4891	ATPase, AAA-type, conserved site
2893at4891	Complete	Utg33260	833354	837697	+	1212.6	846	https://www.orthodb.org/v10?query=2893at4891	Cation-transporting ATPase
2898at4891	Complete	Utg33278	296149	298731	+	1083.2	636	https://www.orthodb.org/v10?query=2898at4891	N-acetyl-gamma-glutamyl-phosphate reductase, active site
2905at4891	Complete	Utg33272	123867	127286	+	389.3	496	https://www.orthodb.org/v10?query=2905at4891	Topoisomerase 1-associated factor 1
2915at4891	Complete	Utg33260	921935	925882	+	683.7	899	https://www.orthodb.org/v10?query=2915at4891	UDP-glucose:Glycoprotein Glucosyltransferase
2926at4891	Complete	Utg33274	524887	527235	-	770.2	607	https://www.orthodb.org/v10?query=2926at4891	Ribosome-releasing factor 2, mitochondrial
2971at4891	Complete	Utg33280	942219	944651	-	1111.5	620	https://www.orthodb.org/v10?query=2971at4891	ClpA/B, conserved site 1
2976at4891	Complete	Utg33252	638362	640479	-	1091.3	585	https://www.orthodb.org/v10?query=2976at4891	Glycosyltransferase family 66 protein
2990at4891	Complete	Utg33252	827087	831202	+	436.3	603	https://www.orthodb.org/v10?query=2990at4891	Zinc finger, PHD-type
2994at4891	Complete	Utg33280	1087540	1090323	+	755.0	658	https://www.orthodb.org/v10?query=2994at4891	Condensin complex subunit 3
3032at4891	Complete	Utg33262	251706	253886	+	975.5	586	https://www.orthodb.org/v10?query=3032at4891	Terpene cyclase/mutase family member
3044at4891	Complete	Utg33252	209304	212312	+	363.4	408	https://www.orthodb.org/v10?query=3044at4891	Mad3/Bub1 homology region 1
3049at4891	Complete	Utg33286	611843	614377	+	1022.7	629	https://www.orthodb.org/v10?query=3049at4891	DNA replication licensing factor MCM7
3050at4891	Complete	Utg33252	62676	67396	+	1094.2	564	https://www.orthodb.org/v10?query=3050at4891	Methionyl-tRNA synthetase
3060at4891	Complete	Utg33254	379323	382151	+	1120.7	762	https://www.orthodb.org/v10?query=3060at4891	WD40 repeat
3088at4891	Complete	Utg33262	258801	260942	+	1137.5	597	https://www.orthodb.org/v10?query=3088at4891	Glutamine-dependent NAD(+) synthetase
3096at4891	Complete	Utg33266	54822	57935	+	469.6	547	https://www.orthodb.org/v10?query=3096at4891	Exocyst complex component SEC8
3141at4891	Complete	Utg33264	231307	234087	+	648.4	534	https://www.orthodb.org/v10?query=3141at4891	Transcription elongation factor SPT5
